"inputWord","inputType","output","actualOutput"
"KUfjh];,","Legacy Font Encoding","முருகதாஸ்இ","முருகதாஸ்இ"
"kNdhd;kzp","Legacy Font Encoding","மனோன்மணி","மனோன்மணி"
"rz;Kfjh];,","Legacy Font Encoding","சண்முகதாஸ்இ","சண்முகதாஸ்இ"
"jpU.","Legacy Font Encoding","திரு.","திரு."
"vk;.","Legacy Font Encoding","எம்.","எம்."
"V.","Legacy Font Encoding","ஏ.","ஏ."
"wkP];;","Legacy Font Encoding","றமீஸ்;","றமீஸ்;"
"MfpNahh;","Legacy Font Encoding","ஆகியோர்","ஆகியோர்"
"gq;Fgw;wpdh;.","Legacy Font Encoding","பங்குபற்றினர்.","பங்குபற்றினர்."
">e;ehl;ilr;Nrh;e;j","Legacy Font Encoding","இந்நாட்டைச்சேர்ந்த","இந்நாட்டைச்சேர்ந்த"
"NtW","Legacy Font Encoding","வேறு","வேறு"
"rpy","Legacy Font Encoding","சில","சில"
"fy;tpkhd;fSk;","Legacy Font Encoding","கல்விமான்களும்","கல்விமான்களும்"
"E}yhf;fj;jpy;","Legacy Font Encoding","நூலாக்கத்தில்","நூலாக்கத்தில்"
">lk;","Legacy Font Encoding","இடம்","இடம்"
"ngWth;","Legacy Font Encoding","பெறுவர்","பெறுவர்"
"vdj;","Legacy Font Encoding","எனத்","எனத்"
"njhpfpwJ.","Legacy Font Encoding","தெரிகிறது.","தெரிகிறது."
"kNyrpag;","Legacy Font Encoding","மலேசியப்","மலேசியப்"
"gy;fiyf;fofq;fisr;","Legacy Font Encoding","பல்கலைக்கழகங்களைச்","பல்கலைக்கழகங்களைச்"
"rhh;e;j","Legacy Font Encoding","சார்ந்த","சார்ந்த"
"fyhepjpfs;","Legacy Font Encoding","கலாநிதிகள்","கலாநிதிகள்"
"e.","Legacy Font Encoding","ந.","ந."
"fe;jrhkp,","Legacy Font Encoding","கந்தசாமிஇ","கந்தசாமிஇ"
"Nt.","Legacy Font Encoding","வே.","வே."
"rghgjp,","Legacy Font Encoding","சபாபதிஇ","சபாபதிஇ"
"vk;.","Legacy Font Encoding","எம்.","எம்."
"fpU\;zd;,","Legacy Font Encoding","கிருஷ்ணன்இ","கிருஷ்ணன்இ"
"v];.","Legacy Font Encoding","எஸ்.","எஸ்."
"Fkud;,","Legacy Font Encoding","குமரன்இ","குமரன்இ"
"MfpNahUk;","Legacy Font Encoding","ஆகியோரும்","ஆகியோரும்"
"rpq;fg;G+h;","Legacy Font Encoding","சிங்கப்பு+ர்","சிங்கப்பு+ர்"
"gy;fiyf;fofq;fisr;","Legacy Font Encoding","பல்கலைக்கழகங்களைச்","பல்கலைக்கழகங்களைச்"
"Nrh;e;j","Legacy Font Encoding","சேர்ந்த","சேர்ந்த"
"Nguhrphpah;fs;","Legacy Font Encoding","பேராசிரியர்கள்","பேராசிரியர்கள்"
"Rg.","Legacy Font Encoding","சுப.","சுப."
"jpz;zg;gd;,","Legacy Font Encoding","திண்ணப்பன்இ","திண்ணப்பன்இ"
"Mh;.","Legacy Font Encoding","ஆர்.","ஆர்."
"rptFkhud;,","Legacy Font Encoding","சிவகுமாரன்இ","சிவகுமாரன்இ"
"MfpNahUk;","Legacy Font Encoding","ஆகியோரும்","ஆகியோரும்"
">t;tkh;tpy;","Legacy Font Encoding","இவ்வமர்வில்","இவ்வமர்வில்"
"fye;J","Legacy Font Encoding","கலந்து","கலந்து"
"nfhz;ldh;.","Legacy Font Encoding","கொண்டனர்.","கொண்டனர்."
"cyfj;jkpo;","Legacy Font Encoding","உலகத்தமிழ்","உலகத்தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tuyhw;wpd;","Legacy Font Encoding","வரலாற்றின்","வரலாற்றின்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;Lg;","Legacy Font Encoding","நாட்டுப்","நாட்டுப்"
"gFjpfis","Legacy Font Encoding","பகுதிகளை","பகுதிகளை"
">e;jpa","Legacy Font Encoding","இந்திய","இந்திய"
"mwpQh;fSk;,","Legacy Font Encoding","அறிஞர்களும்இ","அறிஞர்களும்இ"
">yq;ifg;","Legacy Font Encoding","இலங்கைப்","இலங்கைப்"
"gFjpfis","Legacy Font Encoding","பகுதிகளை","பகுதிகளை"
">yq;ifiar;","Legacy Font Encoding","இலங்கையைச்","இலங்கையைச்"
"Nrh;e;;jth;fSk;,","Legacy Font Encoding","சேர்ந்;தவர்களும்இ","சேர்ந்;தவர்களும்இ"
"kNyrpa,","Legacy Font Encoding","மலேசியஇ","மலேசியஇ"
"rpq;fg;G+h;g;","Legacy Font Encoding","சிங்கப்பு+ர்ப்","சிங்கப்பு+ர்ப்"
"gFjpfis","Legacy Font Encoding","பகுதிகளை","பகுதிகளை"
"mt;tt;","Legacy Font Encoding","அவ்வவ்","அவ்வவ்"
"ehLfisr;","Legacy Font Encoding","நாடுகளைச்","நாடுகளைச்"
"Nrh;e;jth;fSk;","Legacy Font Encoding","சேர்ந்தவர்களும்","சேர்ந்தவர்களும்"
"vOjp","Legacy Font Encoding","எழுதி","எழுதி"
"tUfpd;wdh;.","Legacy Font Encoding","வருகின்றனர்.","வருகின்றனர்."
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;L","Legacy Font Encoding","நாட்டு","நாட்டு"
"murpd;","Legacy Font Encoding","அரசின்","அரசின்"
"MjuTld;","Legacy Font Encoding","ஆதரவுடன்","ஆதரவுடன்"
">k;Kaw;rp","Legacy Font Encoding","இம்முயற்சி","இம்முயற்சி"
"eilngw;W","Legacy Font Encoding","நடைபெற்று","நடைபெற்று"
"tUfpwJ.","Legacy Font Encoding","வருகிறது.","வருகிறது."
"cyfj;jkpo;","Legacy Font Encoding","உலகத்தமிழ்","உலகத்தமிழ்"
"Muha;r;rp","Legacy Font Encoding","ஆராய்ச்சி","ஆராய்ச்சி"
"epWtdj;jpd;","Legacy Font Encoding","நிறுவனத்தின்","நிறுவனத்தின்"
">af;Fdh;","Legacy Font Encoding","இயக்குனர்","இயக்குனர்"
"fyhepjp","Legacy Font Encoding","கலாநிதி","கலாநிதி"
"r.R.>uhkh;","Legacy Font Encoding","ச.சு.இராமர்","ச.சு.இராமர்"
">sq;Nfh","Legacy Font Encoding","இளங்கோ","இளங்கோ"
"RWRWg;Gld;","Legacy Font Encoding","சுறுசுறுப்புடன்","சுறுசுறுப்புடன்"
"midj;J","Legacy Font Encoding","அனைத்து","அனைத்து"
"eltbf;iffSf;Fk;","Legacy Font Encoding","நடவடிக்கைகளுக்கும்","நடவடிக்கைகளுக்கும்"
"gpd;dzpapy;","Legacy Font Encoding","பின்னணியில்","பின்னணியில்"
">Ue;J","Legacy Font Encoding","இருந்து","இருந்து"
"nraw;gl;L","Legacy Font Encoding","செயற்பட்டு","செயற்பட்டு"
"tUfpd;whh;.","Legacy Font Encoding","வருகின்றார்.","வருகின்றார்."
">t;tkh;tpd;","Legacy Font Encoding","இவ்வமர்வின்","இவ்வமர்வின்"
">Wjpehs;","Legacy Font Encoding","இறுதிநாள்","இறுதிநாள்"
"epfo;tpd;NghJ","Legacy Font Encoding","நிகழ்வின்போது","நிகழ்வின்போது"
"mikr;rh;","Legacy Font Encoding","அமைச்சர்","அமைச்சர்"
"jkpo;f;FbkfDk;","Legacy Font Encoding","தமிழ்க்குடிமகனும்","தமிழ்க்குடிமகனும்"
"fye;Jnfhz;L","Legacy Font Encoding","கலந்துகொண்டு","கலந்துகொண்டு"
"cyfj;jkpo;","Legacy Font Encoding","உலகத்தமிழ்","உலகத்தமிழ்"
">yf;fpatuyhW","Legacy Font Encoding","இலக்கியவரலாறு","இலக்கியவரலாறு"
"njhlh;ghd","Legacy Font Encoding","தொடர்பான","தொடர்பான"
"jkJ","Legacy Font Encoding","தமது","தமது"
"Mh;tj;ijAk;","Legacy Font Encoding","ஆர்வத்தையும்","ஆர்வத்தையும்"
"ek;gpf;ifiaAk;","Legacy Font Encoding","நம்பிக்கையையும்","நம்பிக்கையையும்"
"ntspg;gLj;jpdhh;.","Legacy Font Encoding","வெளிப்படுத்தினார்.","வெளிப்படுத்தினார்."
"nrd;idg;","Legacy Font Encoding","சென்னைப்","சென்னைப்"
"gy;fiyf;fofj;","Legacy Font Encoding","பல்கலைக்கழகத்","பல்கலைக்கழகத்"
"JizNte;jh;","Legacy Font Encoding","துணைவேந்தர்","துணைவேந்தர்"
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
"nghw;Nfh,","Legacy Font Encoding","பொற்கோஇ","பொற்கோஇ"
"jQ;rhT+h;","Legacy Font Encoding","தஞ்சாவு+ர்","தஞ்சாவு+ர்"
"jkpo;g;","Legacy Font Encoding","தமிழ்ப்","தமிழ்ப்"
"gy;fiyf;fof","Legacy Font Encoding","பல்கலைக்கழக","பல்கலைக்கழக"
"Kd;dhs;","Legacy Font Encoding","முன்னாள்","முன்னாள்"
"JizNte;jh;","Legacy Font Encoding","துணைவேந்தர்","துணைவேந்தர்"
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
"mf];jpaypq;fk;,","Legacy Font Encoding","அகஸ்தியலிங்கம்இ","அகஸ்தியலிங்கம்இ"
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
"fh.rptj;jk;gp","Legacy Font Encoding","கா.சிவத்தம்பி","கா.சிவத்தம்பி"
"KjyhNdhUk;","Legacy Font Encoding","முதலானோரும்","முதலானோரும்"
"cyfj;","Legacy Font Encoding","உலகத்","உலகத்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tuyhW","Legacy Font Encoding","வரலாறு","வரலாறு"
"njhlh;ghd","Legacy Font Encoding","தொடர்பான","தொடர்பான"
"jkJ","Legacy Font Encoding","தமது","தமது"
"vz;zq;fisg;","Legacy Font Encoding","எண்ணங்களைப்","எண்ணங்களைப்"
"gfph;e;Jnfhz;ldh;.","Legacy Font Encoding","பகிர்ந்துகொண்டனர்.","பகிர்ந்துகொண்டனர்."
">k;Kaw;rpapy;","Legacy Font Encoding","இம்முயற்சியில்","இம்முயற்சியில்"
"<Lgl;Ls;s","Legacy Font Encoding","ஈடுபட்டுள்ள","ஈடுபட்டுள்ள"
"midj;Jehl;L","Legacy Font Encoding","அனைத்துநாட்டு","அனைத்துநாட்டு"
"mwpQh;fSf;Fk;","Legacy Font Encoding","அறிஞர்களுக்கும்","அறிஞர்களுக்கும்"
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
"nghw;NfhTk;,","Legacy Font Encoding","பொற்கோவும்இ","பொற்கோவும்இ"
"mikr;rh;","Legacy Font Encoding","அமைச்சர்","அமைச்சர்"
"jkpo;f;FbkfDk;","Legacy Font Encoding","தமிழ்க்குடிமகனும்","தமிழ்க்குடிமகனும்"
"jdpj;jdpahf","Legacy Font Encoding","தனித்தனியாக","தனித்தனியாக"
"tpUe;jspj;Jf;","Legacy Font Encoding","விருந்தளித்துக்","விருந்தளித்துக்"
"nfsutpj;jdh;.","Legacy Font Encoding","கௌரவித்தனர்.","கௌரவித்தனர்."
"nrd;idg;","Legacy Font Encoding","சென்னைப்","சென்னைப்"
"gy;fiyf;fofj;jpy;","Legacy Font Encoding","பல்கலைக்கழகத்தில்","பல்கலைக்கழகத்தில்"
"eilngw;w","Legacy Font Encoding","நடைபெற்ற","நடைபெற்ற"
"'Mwhk;jpiz'","Legacy Font Encoding","'ஆறாம்திணை'","'ஆறாம்திணை'"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">iza","Legacy Font Encoding","இணைய","இணைய"
">jo;","Legacy Font Encoding","இதழ்","இதழ்"
"njhlh;ghd","Legacy Font Encoding","தொடர்பான","தொடர்பான"
"fUj;juq;fpy;","Legacy Font Encoding","கருத்தரங்கில்","கருத்தரங்கில்"
"jkpof","Legacy Font Encoding","தமிழக","தமிழக"
"mwpQh;fNshL","Legacy Font Encoding","அறிஞர்களோடு","அறிஞர்களோடு"
">yq;if,","Legacy Font Encoding","இலங்கைஇ","இலங்கைஇ"
"kNyrpah,","Legacy Font Encoding","மலேசியாஇ","மலேசியாஇ"
"rpq;fg;G+h;","Legacy Font Encoding","சிங்கப்பு+ர்","சிங்கப்பு+ர்"
"gpujpepjpfSk;","Legacy Font Encoding","பிரதிநிதிகளும்","பிரதிநிதிகளும்"
"fye;Jnfhz;L","Legacy Font Encoding","கலந்துகொண்டு","கலந்துகொண்டு"
"fUj;Jiufs;","Legacy Font Encoding","கருத்துரைகள்","கருத்துரைகள்"
"toq;fpdh;.","Legacy Font Encoding","வழங்கினர்.","வழங்கினர்."
"ekJ","Legacy Font Encoding","நமது","நமது"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;ghsh;fs;","Legacy Font Encoding","வாசிப்பாளர்கள்","வாசிப்பாளர்கள்"
"thndhypapYk;,","Legacy Font Encoding","வானொலியிலும்இ","வானொலியிலும்இ"
"njhiyf;fhl;rpapYk;","Legacy Font Encoding","தொலைக்காட்சியிலும்","தொலைக்காட்சியிலும்"
"nra;jpthrpg;gth;fs;","Legacy Font Encoding","செய்திவாசிப்பவர்கள்","செய்திவாசிப்பவர்கள்"
"gyh;","Legacy Font Encoding","பலர்","பலர்"
">Uf;fpd;wdh;.","Legacy Font Encoding","இருக்கின்றனர்.","இருக்கின்றனர்."
"mth;fSl;","Legacy Font Encoding","அவர்களுட்","அவர்களுட்"
"rpyh;","Legacy Font Encoding","சிலர்","சிலர்"
"jj;jkJ","Legacy Font Encoding","தத்தமது","தத்தமது"
"nghWg;igAzh;e;J","Legacy Font Encoding","பொறுப்பையுணர்ந்து","பொறுப்பையுணர்ந்து"
"jpwk;glr;","Legacy Font Encoding","திறம்படச்","திறம்படச்"
"nraw;gLtJz;L.","Legacy Font Encoding","செயற்படுவதுண்டு.","செயற்படுவதுண்டு."
"thndhypiag;","Legacy Font Encoding","வானொலியைப்","வானொலியைப்"
"nghWj;jtiu","Legacy Font Encoding","பொறுத்தவரை","பொறுத்தவரை"
"rpyh;","Legacy Font Encoding","சிலர்","சிலர்"
"nrtpfSf;F","Legacy Font Encoding","செவிகளுக்கு","செவிகளுக்கு"
">dpikiaj;","Legacy Font Encoding","இனிமையைத்","இனிமையைத்"
"jUk;","Legacy Font Encoding","தரும்","தரும்"
"Fuy;","Legacy Font Encoding","குரல்","குரல்"
"tsKk;,","Legacy Font Encoding","வளமும்இ","வளமும்இ"
"rpwe;j","Legacy Font Encoding","சிறந்த","சிறந்த"
"cr;rhpg;Gj;","Legacy Font Encoding","உச்சரிப்புத்","உச்சரிப்புத்"
"jpwikAk;","Legacy Font Encoding","திறமையும்","திறமையும்"
"vLg;ghd","Legacy Font Encoding","எடுப்பான","எடுப்பான"
"thrpg;G","Legacy Font Encoding","வாசிப்பு","வாசிப்பு"
"mEgtKk;","Legacy Font Encoding","அநுபவமும்","அநுபவமும்"
"nfhz;lth;fshf","Legacy Font Encoding","கொண்டவர்களாக","கொண்டவர்களாக"
"tpsq;Ffpd;wdh;.","Legacy Font Encoding","விளங்குகின்றனர்.","விளங்குகின்றனர்."
"thndhypf;Fg;","Legacy Font Encoding","வானொலிக்குப்","வானொலிக்குப்"
"nghUe;jhj","Legacy Font Encoding","பொருந்தாத","பொருந்தாத"
"rpy","Legacy Font Encoding","சில","சில"
"Fuy;fSk;","Legacy Font Encoding","குரல்களும்","குரல்களும்"
"mt;T+lfj;jpw;","Legacy Font Encoding","அவ்வு+டகத்திற்","அவ்வு+டகத்திற்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;gJ","Legacy Font Encoding","வாசிப்பது","வாசிப்பது"
"cz;L.","Legacy Font Encoding","உண்டு.","உண்டு."
"njhiyf;fhl;rpapw;","Legacy Font Encoding","தொலைக்காட்சியிற்","தொலைக்காட்சியிற்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;gth;fspy;","Legacy Font Encoding","வாசிப்பவர்களில்","வாசிப்பவர்களில்"
"xUrpyh;","Legacy Font Encoding","ஒருசிலர்","ஒருசிலர்"
"ed;whfr;","Legacy Font Encoding","நன்றாகச்","நன்றாகச்"
"nraw;gLfpd;wdh;.","Legacy Font Encoding","செயற்படுகின்றனர்.","செயற்படுகின்றனர்."
"NtWrpyh;","Legacy Font Encoding","வேறுசிலர்","வேறுசிலர்"
"jl;Lj;","Legacy Font Encoding","தட்டுத்","தட்டுத்"
"jLkhwp","Legacy Font Encoding","தடுமாறி","தடுமாறி"
"thrpj;Jj;","Legacy Font Encoding","வாசித்துத்","வாசித்துத்"
"jkJ","Legacy Font Encoding","தமது","தமது"
">ayhikia","Legacy Font Encoding","இயலாமையை","இயலாமையை"
">ytrkhf","Legacy Font Encoding","இலவசமாக","இலவசமாக"
"ntspg;gLj;jptpLtJk;","Legacy Font Encoding","வெளிப்படுத்திவிடுவதும்","வெளிப்படுத்திவிடுவதும்"
"cz;L.","Legacy Font Encoding","உண்டு.","உண்டு."
"rpyh;","Legacy Font Encoding","சிலர்","சிலர்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpf;Fk;NghJ","Legacy Font Encoding","வாசிக்கும்போது","வாசிக்கும்போது"
"'gaq;fukhf'","Legacy Font Encoding","'பயங்கரமாக'","'பயங்கரமாக'"
">Ug;gJKz;L.","Legacy Font Encoding","இருப்பதுமுண்டு.","இருப்பதுமுண்டு."
"&gth`pdpapy;","Legacy Font Encoding","ரூபவாஹினியில்","ரூபவாஹினியில்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpf;Fk;","Legacy Font Encoding","வாசிக்கும்","வாசிக்கும்"
"Gjpa","Legacy Font Encoding","புதிய","புதிய"
"ehy;thpy;,","Legacy Font Encoding","நால்வரில்இ","நால்வரில்இ"
"%d;W","Legacy Font Encoding","மூன்று","மூன்று"
"ngz;fSk;","Legacy Font Encoding","பெண்களும்","பெண்களும்"
">yq;ifapd;","Legacy Font Encoding","இலங்கையின்","இலங்கையின்"
">yf;fpag;","Legacy Font Encoding","இலக்கியப்","இலக்கியப்"
"gyk;","Legacy Font Encoding","பலம்","பலம்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tpkh;rdk;","Legacy Font Encoding","விமர்சனம்","விமர்சனம்"
"vd;wJk;,","Legacy Font Encoding","என்றதும்இ","என்றதும்இ"
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
"ifyhrgjpNahL","Legacy Font Encoding","கைலாசபதியோடு","கைலாசபதியோடு"
">izj;Jg;","Legacy Font Encoding","இணைத்துப்","இணைத்துப்"
"Ngrg;gLk;","Legacy Font Encoding","பேசப்படும்","பேசப்படும்"
">d;ndhU","Legacy Font Encoding","இன்னொரு","இன்னொரு"
"tpkh;rfh;,","Legacy Font Encoding","விமர்சகர்இ","விமர்சகர்இ"
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
"fh.","Legacy Font Encoding","கா.","கா."
"rptj;jk;gpahthh;.","Legacy Font Encoding","சிவத்தம்பியாவார்.","சிவத்தம்பியாவார்."
"r%ftpay;","Legacy Font Encoding","சமூகவியல்","சமூகவியல்"
"ghh;itNahL","Legacy Font Encoding","பார்வையோடு","பார்வையோடு"
"khf;rPa","Legacy Font Encoding","மாக்சீய","மாக்சீய"
"xspapy;","Legacy Font Encoding","ஒளியில்","ஒளியில்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"tsh;r;rpia","Legacy Font Encoding","வளர்ச்சியை","வளர்ச்சியை"
"mZFk;","Legacy Font Encoding","அணுகும்","அணுகும்"
"mth;","Legacy Font Encoding","அவர்","அவர்"
"goe;jkpo;","Legacy Font Encoding","பழந்தமிழ்","பழந்தமிழ்"
">yf;fpak;","Legacy Font Encoding","இலக்கியம்","இலக்கியம்"
"Kjy;","Legacy Font Encoding","முதல்","முதல்"
"etPd","Legacy Font Encoding","நவீன","நவீன"
">yf;fpak;","Legacy Font Encoding","இலக்கியம்","இலக்கியம்"
"tiu","Legacy Font Encoding","வரை","வரை"
"jkJ","Legacy Font Encoding","தமது","தமது"
"ghh;itapd;","Legacy Font Encoding","பார்வையின்","பார்வையின்"
"tPr;irg;","Legacy Font Encoding","வீச்சைப்","வீச்சைப்"
"gjpT","Legacy Font Encoding","பதிவு","பதிவு"
"nra;J","Legacy Font Encoding","செய்து","செய்து"
"te;Js;shh;.","Legacy Font Encoding","வந்துள்ளார்.","வந்துள்ளார்."
"jkJ","Legacy Font Encoding","தமது","தமது"
"Ma;T,","Legacy Font Encoding","ஆய்வுஇ","ஆய்வுஇ"
"tpkh;rdg;","Legacy Font Encoding","விமர்சனப்","விமர்சனப்"
"gzpfspdhy;","Legacy Font Encoding","பணிகளினால்","பணிகளினால்"
"""jkpo;","Legacy Font Encoding","""தமிழ்","""தமிழ்"
"$W","Legacy Font Encoding","$று","$று"
"ey;Yyfpy;""","Legacy Font Encoding","நல்லுலகில்""","நல்லுலகில்"""
"jkf;nfdj;","Legacy Font Encoding","தமக்கெனத்","தமக்கெனத்"
"jdpj;Jtkhd","Legacy Font Encoding","தனித்துவமான","தனித்துவமான"
"Xhplj;ij","Legacy Font Encoding","ஓரிடத்தை","ஓரிடத்தை"
"mth;","Legacy Font Encoding","அவர்","அவர்"
"ngw;Ws;shh;.","Legacy Font Encoding","பெற்றுள்ளார்.","பெற்றுள்ளார்."
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
"rptj;jk;gp","Legacy Font Encoding","சிவத்தம்பி","சிவத்தம்பி"
"tpkh;rdj;Jiwapy;","Legacy Font Encoding","விமர்சனத்துறையில்","விமர்சனத்துறையில்"
"kl;Lkd;wp.","Legacy Font Encoding","மட்டுமன்றி.","மட்டுமன்றி."
"ehlfj;","Legacy Font Encoding","நாடகத்","நாடகத்"
"JiwapYk;","Legacy Font Encoding","துறையிலும்","துறையிலும்"
"jkJ","Legacy Font Encoding","தமது","தமது"
"gq;fspg;ig","Legacy Font Encoding","பங்களிப்பை","பங்களிப்பை"
"ey;fpte;Js;shh;.","Legacy Font Encoding","நல்கிவந்துள்ளார்.","நல்கிவந்துள்ளார்."
"Nguhjidg;","Legacy Font Encoding","பேராதனைப்","பேராதனைப்"
"gy;fiyf;","Legacy Font Encoding","பல்கலைக்","பல்கலைக்"
"fofj;jpw;","Legacy Font Encoding","கழகத்திற்","கழகத்திற்"
"gapd;wNghJ,","Legacy Font Encoding","பயின்றபோதுஇ","பயின்றபோதுஇ"
"ehlfq;fspYk;","Legacy Font Encoding","நாடகங்களிலும்","நாடகங்களிலும்"
"ebj;J","Legacy Font Encoding","நடித்து","நடித்து"
"te;Js;shh;.","Legacy Font Encoding","வந்துள்ளார்.","வந்துள்ளார்."
"fiyf;fofj;","Legacy Font Encoding","கலைக்கழகத்","கலைக்கழகத்"
"jkpo;ehlff;","Legacy Font Encoding","தமிழ்நாடகக்","தமிழ்நாடகக்"
"FOtpd;","Legacy Font Encoding","குழுவின்","குழுவின்"
"nrayhsuhfTk;","Legacy Font Encoding","செயலாளராகவும்","செயலாளராகவும்"
"gpd;dh;","Legacy Font Encoding","பின்னர்","பின்னர்"
"mjd;","Legacy Font Encoding","அதன்","அதன்"
"jiytuhfTk;","Legacy Font Encoding","தலைவராகவும்","தலைவராகவும்"
"mth;","Legacy Font Encoding","அவர்","அவர்"
"nraw;gl;Ls;shh;.","Legacy Font Encoding","செயற்பட்டுள்ளார்.","செயற்பட்டுள்ளார்."
"rpy","Legacy Font Encoding","சில","சில"
"goe;jkpo;","Legacy Font Encoding","பழந்தமிழ்","பழந்தமிழ்"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"E}y;fisf;","Legacy Font Encoding","நூல்களைக்","நூல்களைக்"
"fiyf;fofj;","Legacy Font Encoding","கலைக்கழகத்","கலைக்கழகத்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehlff;","Legacy Font Encoding","நாடகக்","நாடகக்"
"FOtpd;","Legacy Font Encoding","குழுவின்","குழுவின்"
"rhh;gpy;","Legacy Font Encoding","சார்பில்","சார்பில்"
"mth;","Legacy Font Encoding","அவர்","அவர்"
"gjpg;gpj;Js;sik","Legacy Font Encoding","பதிப்பித்துள்ளமை","பதிப்பித்துள்ளமை"
"Fwpg;gplj;jf;fJ.","Legacy Font Encoding","குறிப்பிடத்தக்கது.","குறிப்பிடத்தக்கது."
"ehlfq;fs;","Legacy Font Encoding","நாடகங்கள்","நாடகங்கள்"
"rpytw;iw","Legacy Font Encoding","சிலவற்றை","சிலவற்றை"
"mth;","Legacy Font Encoding","அவர்","அவர்"
"newpahs;if","Legacy Font Encoding","நெறியாள்கை","நெறியாள்கை"
"nra;JKs;shh;.","Legacy Font Encoding","செய்துமுள்ளார்.","செய்துமுள்ளார்."
"rpy","Legacy Font Encoding","சில","சில"
"thndhyp","Romanized Text Encoding","தந்தியப்","வானொலி"
"ehlfq;fspYk;","Legacy Font Encoding","நாடகங்களிலும்","நாடகங்களிலும்"
"ebj;Js;shh;.","Legacy Font Encoding","நடித்துள்ளார்.","நடித்துள்ளார்."
"ehlfj;Jiw","Legacy Font Encoding","நாடகத்துறை","நாடகத்துறை"
"njhlh;ghd","Legacy Font Encoding","தொடர்பான","தொடர்பான"
"Ma;Tfs;","Legacy Font Encoding","ஆய்வுகள்","ஆய்வுகள்"
"tpkh;rdq;fspYk;","Legacy Font Encoding","விமர்சனங்களிலும்","விமர்சனங்களிலும்"
"mth;","Legacy Font Encoding","அவர்","அவர்"
"<Lgl;Ls;shh;.","Legacy Font Encoding","ஈடுபட்டுள்ளார்.","ஈடுபட்டுள்ளார்."
"jkpopYk;","Legacy Font Encoding","தமிழிலும்","தமிழிலும்"
"Mq;fpyj;jpYk;","Legacy Font Encoding","ஆங்கிலத்திலும்","ஆங்கிலத்திலும்"
"Vwj;jhog;","Legacy Font Encoding","ஏறத்தாழப்","ஏறத்தாழப்"
"gjpide;J","Legacy Font Encoding","பதினைந்து","பதினைந்து"
"E}y;fspd;","Legacy Font Encoding","நூல்களின்","நூல்களின்"
"Mrphpauhd","Legacy Font Encoding","ஆசிரியரான","ஆசிரியரான"
"mth;,","Legacy Font Encoding","அவர்இ","அவர்இ"
"gy;NtW","Legacy Font Encoding","பல்வேறு","பல்வேறு"
"fl;LiufisAk;","Legacy Font Encoding","கட்டுரைகளையும்","கட்டுரைகளையும்"
"vOjpAs;shh;.","Legacy Font Encoding","எழுதியுள்ளார்.","எழுதியுள்ளார்."
"ifyhrgjpf;Fg;","Legacy Font Encoding","கைலாசபதிக்குப்","கைலாசபதிக்குப்"
"gpd;dh;","Legacy Font Encoding","பின்னர்","பின்னர்"
">yq;ifj;","Legacy Font Encoding","இலங்கைத்","இலங்கைத்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"Ma;thsh;fs;,","Legacy Font Encoding","ஆய்வாளர்கள்இ","ஆய்வாளர்கள்இ"
"tpkh;rfh;fs;","Legacy Font Encoding","விமர்சகர்கள்","விமர்சகர்கள்"
">yf;fpathjpfSf;F","Legacy Font Encoding","இலக்கியவாதிகளுக்கு","இலக்கியவாதிகளுக்கு"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"gykhfg;","Legacy Font Encoding","பலமாகப்","பலமாகப்"
"Nguhrphpah;","Legacy Font Encoding","பேராசிரியர்","பேராசிரியர்"
