"inputWord","inputType","output","actualOutput"
"kl;lf;fsg;gpy;","Legacy Font Encoding","மட்டக்களப்பில்","மட்டக்களப்பில்"
"ehlfq;fis","Legacy Font Encoding","நாடகங்களை","நாடகங்களை"
"muq;Nfw;wpdh;.”Ntjhs","Legacy Font Encoding","அரங்கேற்றினர்.”வேதாள","அரங்கேற்றினர்.”வேதாள"
"cyfk;“,","Legacy Font Encoding","உலகம்“இ","உலகம்“இ"
"”rj;jpathd;","Legacy Font Encoding","”சத்தியவான்","”சத்தியவான்"
"rhtpj;jphp“,","Legacy Font Encoding","சாவித்திரி“இ","சாவித்திரி“இ"
"”Uf;khq;fjd;“,","Legacy Font Encoding","”ருக்மாங்கதன்“இ","”ருக்மாங்கதன்“இ"
"”my;yp","Legacy Font Encoding","”அல்லி","”அல்லி"
"mh;[{dh“,","Legacy Font Encoding","அர்[{னா“இ","அர்[{னா“இ"
"”Qhd","Legacy Font Encoding","”ஞான","”ஞான"
"24","Legacy Font Encoding","24","24"
"09","Legacy Font Encoding","09","09"
"muq;Nfw;wg;gl;ld.","Legacy Font Encoding","அரங்கேற்றப்பட்டன.","அரங்கேற்றப்பட்டன."
"mijj;","Legacy Font Encoding","அதைத்","அதைத்"
"njhlh;e;J","Legacy Font Encoding","தொடர்ந்து","தொடர்ந்து"
"kPz;Lk;","Legacy Font Encoding","மீண்டும்","மீண்டும்"
"kl;lf;fsg;G","Legacy Font Encoding","மட்டக்களப்பு","மட்டக்களப்பு"
">isQh;fs;","Legacy Font Encoding","இளைஞர்கள்","இளைஞர்கள்"
"rpyh;","Legacy Font Encoding","சிலர்","சிலர்"
"Nrh;e;J","Legacy Font Encoding","சேர்ந்து","சேர்ந்து"
"”Kidj;njU","Legacy Font Encoding","”முனைத்தெரு","”முனைத்தெரு"
"ehlff;FO“","Legacy Font Encoding","நாடகக்குழு“","நாடகக்குழு“"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"ngahpy;","Legacy Font Encoding","பெயரில்","பெயரில்"
"Xh;","Legacy Font Encoding","ஓர்","ஓர்"
"mikg;ig","Legacy Font Encoding","அமைப்பை","அமைப்பை"
"cUthf;fp","Legacy Font Encoding","உருவாக்கி","உருவாக்கி"
"”ey;y","Legacy Font Encoding","”நல்ல","”நல்ல"
"jq;fhs;“,","Legacy Font Encoding","தங்காள்“இ","தங்காள்“இ"
"”Qhd","Legacy Font Encoding","”ஞான","”ஞான"
"rTe;jhp“","Legacy Font Encoding","சவுந்தரி“","சவுந்தரி“"
"Kjypa","Legacy Font Encoding","முதலிய","முதலிய"
"ehlfq;fis","Legacy Font Encoding","நாடகங்களை","நாடகங்களை"
"muq;Nfw;wpdh;.","Legacy Font Encoding","அரங்கேற்றினர்.","அரங்கேற்றினர்."
"mjd;","Legacy Font Encoding","அதன்","அதன்"
"gpd;dh;","Legacy Font Encoding","பின்னர்","பின்னர்"
"”kl;lf;fsg;G","Legacy Font Encoding","”மட்டக்களப்பு","”மட்டக்களப்பு"
"thypgh;","Legacy Font Encoding","வாலிபர்","வாலிபர்"
"rgh“","Legacy Font Encoding","சபா“","சபா“"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"kd;wk;","Legacy Font Encoding","மன்றம்","மன்றம்"
"Njhd;wpaJ.","Legacy Font Encoding","தோன்றியது.","தோன்றியது."
">e;ehlf","Legacy Font Encoding","இந்நாடக","இந்நாடக"
"kd;wj;jpy;","Legacy Font Encoding","மன்றத்தில்","மன்றத்தில்"
"kapy;thfdk;,","Legacy Font Encoding","மயில்வாகனம்இ","மயில்வாகனம்இ"
"nehay;","Legacy Font Encoding","நொயல்","நொயல்"
"N[hrg;,","Legacy Font Encoding","N[hசப்இ","N[hசப்இ"
"gp.","Legacy Font Encoding","பி.","பி."
"tp.","Legacy Font Encoding","வி.","வி."
"N[hrg;","Legacy Font Encoding","N[hசப்","N[hசப்"
"KjypNahh;","Legacy Font Encoding","முதலியோர்","முதலியோர்"
"ebfh;fshf","Legacy Font Encoding","நடிகர்களாக","நடிகர்களாக"
">Ue;jdh;.","Legacy Font Encoding","இருந்தனர்.","இருந்தனர்."
">th;fSk;","Legacy Font Encoding","இவர்களும்","இவர்களும்"
"gy","Legacy Font Encoding","பல","பல"
"‘tpyhr’","Legacy Font Encoding","‘விலாச’","‘விலாச’"
"ehlfq;fis","Legacy Font Encoding","நாடகங்களை","நாடகங்களை"
"NkilNaw;wpg;","Legacy Font Encoding","மேடையேற்றிப்","மேடையேற்றிப்"
"Gfo;ngw;wdh;.","Legacy Font Encoding","புகழ்பெற்றனர்.","புகழ்பெற்றனர்."
">it","Legacy Font Encoding","இவை","இவை"
"ahTk;","Legacy Font Encoding","யாவும்","யாவும்"
"kl;lf;fsg;G","Legacy Font Encoding","மட்டக்களப்பு","மட்டக்களப்பு"
"efuj;jpy;","Legacy Font Encoding","நகரத்தில்","நகரத்தில்"
">lk;ngw;wd.","Legacy Font Encoding","இடம்பெற்றன.","இடம்பெற்றன."
">Nj","Legacy Font Encoding","இதே","இதே"
"fhyg;gFjpapy;","Legacy Font Encoding","காலப்பகுதியில்","காலப்பகுதியில்"
"-","Legacy Font Encoding","-","-"
"mjhtJ","Legacy Font Encoding","அதாவது","அதாவது"
"1945","Romanized Text Encoding","௧௯௪௫","1945"
"Kjy;","Legacy Font Encoding","முதல்","முதல்"
"-","Legacy Font Encoding","-","-"
"Miuak;gjp","Legacy Font Encoding","ஆரையம்பதி","ஆரையம்பதி"
"vd;Dk;","Legacy Font Encoding","என்னும்","என்னும்"
"fpuhkj;jpy;,","Legacy Font Encoding","கிராமத்தில்இ","கிராமத்தில்இ"
"tpyhr","Legacy Font Encoding","விலாச","விலாச"
"ehlfq;fs;","Legacy Font Encoding","நாடகங்கள்","நாடகங்கள்"
"gy","Legacy Font Encoding","பல","பல"
"mLj;jLj;J","Legacy Font Encoding","அடுத்தடுத்து","அடுத்தடுத்து"
"muq;Nfwpd.","Legacy Font Encoding","அரங்கேறின.","அரங்கேறின."
">t;T+hpy;","Legacy Font Encoding","இவ்வு+ரில்","இவ்வு+ரில்"
"Gfo;","Legacy Font Encoding","புகழ்","புகழ்"
"ngw;wpUe;j","Legacy Font Encoding","பெற்றிருந்த","பெற்றிருந்த"
"rq;fPj","Legacy Font Encoding","சங்கீத","சங்கீத"
"kh];uuhd","Legacy Font Encoding","மாஸ்ரரான","மாஸ்ரரான"
"jpU.","Legacy Font Encoding","திரு.","திரு."
"fe;ijah","Legacy Font Encoding","கந்தையா","கந்தையா"
"Mrphpah;","Legacy Font Encoding","ஆசிரியர்","ஆசிரியர்"
"jdJ","Legacy Font Encoding","தனது","தனது"
"RaKaw;rpahy;,","Legacy Font Encoding","சுயமுயற்சியால்இ","சுயமுயற்சியால்இ"
"Miuak;gjp","Legacy Font Encoding","ஆரையம்பதி","ஆரையம்பதி"
">isQh;fisf;nfhz;L","Legacy Font Encoding","இளைஞர்களைக்கொண்டு","இளைஞர்களைக்கொண்டு"
"gy","Legacy Font Encoding","பல","பல"
"ehlfq;fisg;","Legacy Font Encoding","நாடகங்களைப்","நாடகங்களைப்"
"gof;fp","Legacy Font Encoding","பழக்கி","பழக்கி"
"muq;Nfw;wpdhh;.","Legacy Font Encoding","அரங்கேற்றினார்.","அரங்கேற்றினார்."
"mtw;Ws;","Legacy Font Encoding","அவற்றுள்","அவற்றுள்"
"”my;yp","Legacy Font Encoding","”அல்லி","”அல்லி"
"mh;[{dh“,","Legacy Font Encoding","அர்[{னா“இ","அர்[{னா“இ"
"”gtsf;nfhb“,”JUtd;“","Legacy Font Encoding","”பவளக்கொடி“இ”துருவன்“","”பவளக்கொடி“இ”துருவன்“"
"Kjypa","Legacy Font Encoding","முதலிய","முதலிய"
"ehlfq;fs;","Legacy Font Encoding","நாடகங்கள்","நாடகங்கள்"
"gy","Legacy Font Encoding","பல","பல"
"jlit","Legacy Font Encoding","தடவை","தடவை"
"NkilNawpd.","Legacy Font Encoding","மேடையேறின.","மேடையேறின."
"jpwe;j","Legacy Font Encoding","திறந்த","திறந்த"
"ntspapy;","Legacy Font Encoding","வெளியில்","வெளியில்"
"epWtg;gl;l","Legacy Font Encoding","நிறுவப்பட்ட","நிறுவப்பட்ட"
"nghpa","Legacy Font Encoding","பெரிய","பெரிய"
"mstpyhd","Legacy Font Encoding","அளவிலான","அளவிலான"
"ehlff;nfhl;liffspy;","Legacy Font Encoding","நாடகக்கொட்டகைகளில்","நாடகக்கொட்டகைகளில்"
">e;ehlfq;fs;","Legacy Font Encoding","இந்நாடகங்கள்","இந்நாடகங்கள்"
"tpba","Legacy Font Encoding","விடிய","விடிய"
"tpba","Legacy Font Encoding","விடிய","விடிய"
"eilngw;wd.","Legacy Font Encoding","நடைபெற்றன.","நடைபெற்றன."
"kf;fSk;","Legacy Font Encoding","மக்களும்","மக்களும்"
"tpba","Legacy Font Encoding","விடிய","விடிய"
"tpba","Legacy Font Encoding","விடிய","விடிய"
"tpopj;jpUe;J","Legacy Font Encoding","விழித்திருந்து","விழித்திருந்து"
">e;ehlfq;fisg;","Legacy Font Encoding","இந்நாடகங்களைப்","இந்நாடகங்களைப்"
"ghh;j;J","Legacy Font Encoding","பார்த்து","பார்த்து"
"kfpo;e;jdh;.","Legacy Font Encoding","மகிழ்ந்தனர்.","மகிழ்ந்தனர்."
"1950","Romanized Text Encoding","௧௯௫௦","1950"
"Kjy;","Legacy Font Encoding","முதல்","முதல்"
"kl;lf;fsg;G","Legacy Font Encoding","மட்டக்களப்பு","மட்டக்களப்பு"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"cyfpy;","Legacy Font Encoding","உலகில்","உலகில்"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"jpUg;gk;","Legacy Font Encoding","திருப்பம்","திருப்பம்"
"Vw;gLfpwJ.","Legacy Font Encoding","ஏற்படுகிறது.","ஏற்படுகிறது."
"rpdpkhj;","Legacy Font Encoding","சினிமாத்","சினிமாத்"
"jhf;fk;","Legacy Font Encoding","தாக்கம்","தாக்கம்"
"nfhz;l","Legacy Font Encoding","கொண்ட","கொண்ட"
"ehlfq;fSk;","Legacy Font Encoding","நாடகங்களும்","நாடகங்களும்"
"rpdpkhf;","Legacy Font Encoding","சினிமாக்","சினிமாக்"
"fijiaj;","Legacy Font Encoding","கதையைத்","கதையைத்"
"jOtpa","Romanized Text Encoding","ஜோட்ப","தழுவிய"
"ehlfq;fSk;","Legacy Font Encoding","நாடகங்களும்","நாடகங்களும்"
"mjpf","Legacy Font Encoding","அதிக","அதிக"
"mstpy;","Legacy Font Encoding","அளவில்","அளவில்"
">lk;","Legacy Font Encoding","இடம்","இடம்"
"ngWfpd;wd.","Legacy Font Encoding","பெறுகின்றன.","பெறுகின்றன."
"”me;jkhd;","Legacy Font Encoding","”அந்தமான்","”அந்தமான்"
"ifjp“","Legacy Font Encoding","கைதி“","கைதி“"
"(mUshde;jk;","Legacy Font Encoding","(அருளானந்தம்","(அருளானந்தம்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"”rq;fpypad;“","Legacy Font Encoding","”சங்கிலியன்“","”சங்கிலியன்“"
"(nr.>uhrJiu","Legacy Font Encoding","(செ.இராசதுரை","(செ.இராசதுரை"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"”Kjy;","Legacy Font Encoding","”முதல்","”முதல்"
"Kof;fk;“","Legacy Font Encoding","முழக்கம்“","முழக்கம்“"
"(v];.ngh.","Legacy Font Encoding","(எஸ்.பொ.","(எஸ்.பொ."
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"”fly;","Legacy Font Encoding","”கடல்","”கடல்"
"fz;l","Legacy Font Encoding","கண்ட","கண்ட"
"fdT“","Legacy Font Encoding","கனவு“","கனவு“"
"(kl;.","Legacy Font Encoding","(மட்.","(மட்."
"tpd;rd;l;","Legacy Font Encoding","வின்சன்ட்","வின்சன்ட்"
"kfsph;","Legacy Font Encoding","மகளிர்","மகளிர்"
"fy;Y}hp)","Legacy Font Encoding","கல்லூரி)","கல்லூரி)"
"”>uz;L","Legacy Font Encoding","”இரண்டு","”இரண்டு"
"yl;rq;fs;“","Legacy Font Encoding","லட்சங்கள்“","லட்சங்கள்“"
"(fhrp","Legacy Font Encoding","(காசி","(காசி"
"Mde;jd;","Legacy Font Encoding","ஆனந்தன்","ஆனந்தன்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"”JNuhfpfs;“","Legacy Font Encoding","”துரோகிகள்“","”துரோகிகள்“"
"(Nguhjidg;","Legacy Font Encoding","(பேராதனைப்","(பேராதனைப்"
"gy;fiyf;fofk;)","Legacy Font Encoding","பல்கலைக்கழகம்)","பல்கலைக்கழகம்)"
"”rhpe;jJ","Legacy Font Encoding","”சரிந்தது","”சரிந்தது"
"nfhw;wk;“","Legacy Font Encoding","கொற்றம்“","கொற்றம்“"
"(elkhb","Legacy Font Encoding","(நடமாடி","(நடமாடி"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"”Ky;iyf;Fkhp“","Legacy Font Encoding","”முல்லைக்குமரி“","”முல்லைக்குமரி“"
"(jpkpiy","Legacy Font Encoding","(திமிலை","(திமிலை"
"espd","Legacy Font Encoding","நளின","நளின"
"fyhkd;wk;)","Legacy Font Encoding","கலாமன்றம்)","கலாமன்றம்)"
"”jpiufly;","Legacy Font Encoding","”திரைகடல்","”திரைகடல்"
"jPgk;“","Legacy Font Encoding","தீபம்“","தீபம்“"
"(md;Gkzp","Legacy Font Encoding","(அன்புமணி","(அன்புமணி"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"”fhrpag;gd;“","Legacy Font Encoding","”காசியப்பன்“","”காசியப்பன்“"
"(NjdKj","Legacy Font Encoding","(தேனமுத","(தேனமுத"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"kd;wk;)","Legacy Font Encoding","மன்றம்)","மன்றம்)"
"”ePWG+j;j","Legacy Font Encoding","”நீறுபு+த்த","”நீறுபு+த்த"
"neUg;G“","Legacy Font Encoding","நெருப்பு“","நெருப்பு“"
"(MiuA+h;","Legacy Font Encoding","(ஆரையு+ர்","(ஆரையு+ர்"
">sty;","Legacy Font Encoding","இளவல்","இளவல்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"Kjypa","Legacy Font Encoding","முதலிய","முதலிய"
"ehlfq;fs;","Legacy Font Encoding","நாடகங்கள்","நாடகங்கள்"
"1950","Romanized Text Encoding","௧௯௫௦","1950"
"-","Legacy Font Encoding","-","-"
"1960","Romanized Text Encoding","௧௯௬௦","1960"
"fhyg;gFjpy;","Legacy Font Encoding","காலப்பகுதில்","காலப்பகுதில்"
"muq;Nfwpd.","Legacy Font Encoding","அரங்கேறின.","அரங்கேறின."
">f;fhyfl;lj;jpy;,","Legacy Font Encoding","இக்காலகட்டத்தில்இ","இக்காலகட்டத்தில்இ"
"Miuak;gjp","Legacy Font Encoding","ஆரையம்பதி","ஆரையம்பதி"
"ftpd;fiy","Legacy Font Encoding","கவின்கலை","கவின்கலை"
"kd;wk;","Legacy Font Encoding","மன்றம்","மன்றம்"
"(md;Gkzp","Legacy Font Encoding","(அன்புமணி","(அன்புமணி"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"Kj;jkpo;","Legacy Font Encoding","முத்தமிழ்","முத்தமிழ்"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"kd;wk;","Legacy Font Encoding","மன்றம்","மன்றம்"
"(elkhbf;","Legacy Font Encoding","(நடமாடிக்","(நடமாடிக்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"kl;lf;fsg;G","Legacy Font Encoding","மட்டக்களப்பு","மட்டக்களப்பு"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"fyhkd;wk;","Legacy Font Encoding","கலாமன்றம்","கலாமன்றம்"
"(etuj;jpdk;","Legacy Font Encoding","(நவரத்தினம்","(நவரத்தினம்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"jpkpiyespd","Legacy Font Encoding","திமிலைநளின","திமிலைநளின"
"fyhkd;wk;","Legacy Font Encoding","கலாமன்றம்","கலாமன்றம்"
"(jpkpiyj;","Legacy Font Encoding","(திமிலைத்","(திமிலைத்"
"Jkpyd;","Legacy Font Encoding","துமிலன்","துமிலன்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"NjdKj","Legacy Font Encoding","தேனமுத","தேனமுத"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"kd;wk;","Legacy Font Encoding","மன்றம்","மன்றம்"
"(jpkpiy","Legacy Font Encoding","(திமிலை","(திமிலை"
"kfhypq;fk;","Legacy Font Encoding","மகாலிங்கம்","மகாலிங்கம்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"tsh;kjp","Legacy Font Encoding","வளர்மதி","வளர்மதி"
">yf;fpa","Legacy Font Encoding","இலக்கிய","இலக்கிய"
"kd;wk;","Legacy Font Encoding","மன்றம்","மன்றம்"
"(fNzrhde;jk;","Legacy Font Encoding","(கணேசானந்தம்","(கணேசானந்தம்"
"FOtpdh;)","Legacy Font Encoding","குழுவினர்)","குழுவினர்)"
"kl;Lefh;","Legacy Font Encoding","மட்டுநகர்","மட்டுநகர்"
">sq;fjph;","Legacy Font Encoding","இளங்கதிர்","இளங்கதிர்"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"kd;wk;","Legacy Font Encoding","மன்றம்","மன்றம்"
">f;fhyfl;lj;jpy;","Legacy Font Encoding","இக்காலகட்டத்தில்","இக்காலகட்டத்தில்"
"kl;lf;fsg;G","Legacy Font Encoding","மட்டக்களப்பு","மட்டக்களப்பு"
"efiu","Legacy Font Encoding","நகரை","நகரை"
"mz;kpa","Legacy Font Encoding","அண்மிய","அண்மிய"
"mkph;jfop,","Legacy Font Encoding","அமிர்தகழிஇ","அமிர்தகழிஇ"
"Miuak;gjp,","Legacy Font Encoding","ஆரையம்பதிஇ","ஆரையம்பதிஇ"
"rpyhKid,","Legacy Font Encoding","சிலாமுனைஇ","சிலாமுனைஇ"
"rpj;jhz;b,","Legacy Font Encoding","சித்தாண்டிஇ","சித்தாண்டிஇ"
"VwhT+h;,","Legacy Font Encoding","ஏறாவு+ர்இ","ஏறாவு+ர்இ"
"fd;dq;Flh,","Legacy Font Encoding","கன்னங்குடாஇ","கன்னங்குடாஇ"
"jpkpiyj;","Legacy Font Encoding","திமிலைத்","திமிலைத்"
"jPT,","Legacy Font Encoding","தீவுஇ","தீவுஇ"
"Kjypa","Legacy Font Encoding","முதலிய","முதலிய"
"fpuhkq;fspy;,","Legacy Font Encoding","கிராமங்களில்இ","கிராமங்களில்இ"
"jpwe;jntsp","Legacy Font Encoding","திறந்தவெளி","திறந்தவெளி"
"nfhl;liffspy;","Legacy Font Encoding","கொட்டகைகளில்","கொட்டகைகளில்"
"gy","Legacy Font Encoding","பல","பல"
"ehlfq;fs;","Legacy Font Encoding","நாடகங்கள்","நாடகங்கள்"
"mt;tg;NghJ","Legacy Font Encoding","அவ்வப்போது","அவ்வப்போது"
"muq;Nfwpd.","Legacy Font Encoding","அரங்கேறின.","அரங்கேறின."
">it","Legacy Font Encoding","இவை","இவை"
"Mya","Romanized Text Encoding","மியா","ஆலய"
"cw;rtq;fis","Legacy Font Encoding","உற்சவங்களை","உற்சவங்களை"
"xl;bAk;,","Legacy Font Encoding","ஒட்டியும்இ","ஒட்டியும்இ"
"GJtUlk;,","Legacy Font Encoding","புதுவருடம்இ","புதுவருடம்இ"
"rpj;jpiug;","Legacy Font Encoding","சித்திரைப்","சித்திரைப்"
"Gj;jhz;L","Legacy Font Encoding","புத்தாண்டு","புத்தாண்டு"
"Kjypa","Legacy Font Encoding","முதலிய","முதலிய"
"tpNrl","Legacy Font Encoding","விசேட","விசேட"
"jpdq;fis","Legacy Font Encoding","தினங்களை","தினங்களை"
"xl;bAk;","Legacy Font Encoding","ஒட்டியும்","ஒட்டியும்"
"muq;Nfwpd.","Legacy Font Encoding","அரங்கேறின.","அரங்கேறின."
"me;j","Legacy Font Encoding","அந்த","அந்த"
"tifapy;","Legacy Font Encoding","வகையில்","வகையில்"
"1960","Romanized Text Encoding","௧௯௬௦","1960"
"-","Legacy Font Encoding","-","-"
"1970","Romanized Text Encoding","௧௯௭௦","1970"
"fhyg;gFjp","Legacy Font Encoding","காலப்பகுதி","காலப்பகுதி"
"kl;lf;fsg;G","Legacy Font Encoding","மட்டக்களப்பு","மட்டக்களப்பு"
"ehlf","Legacy Font Encoding","நாடக","நாடக"
"tuyhw;wpy;","Legacy Font Encoding","வரலாற்றில்","வரலாற்றில்"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"vd;id","Legacy Font Encoding","என்னை","என்னை"
"tsh;f;fpwJ","Legacy Font Encoding","வளர்க்கிறது","வளர்க்கிறது"
"khj;jpuky;y","Legacy Font Encoding","மாத்திரமல்ல","மாத்திரமல்ல"
"ky;ypif","Legacy Font Encoding","மல்லிகை","மல்லிகை"
"njhlh;e;J","Legacy Font Encoding","தொடர்ந்து","தொடர்ந்து"
"tuNtz;Lk;.","Legacy Font Encoding","வரவேண்டும்.","வரவேண்டும்."
"kw;wJ,","Legacy Font Encoding","மற்றதுஇ","மற்றதுஇ"
"ehd;","Legacy Font Encoding","நான்","நான்"
"me;j","Legacy Font Encoding","அந்த","அந்த"
"kz;iztpl;L","Legacy Font Encoding","மண்ணைவிட்டு","மண்ணைவிட்டு"
"te;jhYk;","Legacy Font Encoding","வந்தாலும்","வந்தாலும்"
"me;j","Legacy Font Encoding","அந்த","அந்த"
"kz;zpd;","Legacy Font Encoding","மண்ணின்","மண்ணின்"
"kf;fNshLjhd;","Legacy Font Encoding","மக்களோடுதான்","மக்களோடுதான்"
">q;F","Legacy Font Encoding","இங்கு","இங்கு"
"njhlh;Gfisg;","Legacy Font Encoding","தொடர்புகளைப்","தொடர்புகளைப்"
"gyg;gLj;jpf;nfhz;L","Legacy Font Encoding","பலப்படுத்திக்கொண்டு","பலப்படுத்திக்கொண்டு"
">Uf;fpd;Nwd;.","Legacy Font Encoding","இருக்கின்றேன்.","இருக்கின்றேன்."
"kz;iztpl;Lg;","Legacy Font Encoding","மண்ணைவிட்டுப்","மண்ணைவிட்டுப்"
"gphpe;jhYk;","Legacy Font Encoding","பிரிந்தாலும்","பிரிந்தாலும்"
"vd;Dila","Legacy Font Encoding","என்னுடைய","என்னுடைய"
"fUj;ij","Legacy Font Encoding","கருத்தை","கருத்தை"
"tpl;Lg;","Legacy Font Encoding","விட்டுப்","விட்டுப்"
"ngautpy;iy.","Legacy Font Encoding","பெயரவில்லை.","பெயரவில்லை."
">g;gb","Legacy Font Encoding","இப்படி","இப்படி"
"vd;Nky;","Legacy Font Encoding","என்மேல்","என்மேல்"
"Fw;wk;","Legacy Font Encoding","குற்றம்","குற்றம்"
"Rkj;Jfpwth;fs;","Legacy Font Encoding","சுமத்துகிறவர்கள்","சுமத்துகிறவர்கள்"
"fle;j","Legacy Font Encoding","கடந்த","கடந்த"
"fhyj;jpy;","Legacy Font Encoding","காலத்தில்","காலத்தில்"
"ky;ypiff;F","Legacy Font Encoding","மல்லிகைக்கு","மல்லிகைக்கு"
"vd;d","Legacy Font Encoding","என்ன","என்ன"
"nra;jpUf;fpwhh;fs;Œ","Legacy Font Encoding","செய்திருக்கிறார்கள்Œ","செய்திருக்கிறார்கள்Œ"
"nghUshjhu","Legacy Font Encoding","பொருளாதார","பொருளாதார"
"hPjpahfNth,","Legacy Font Encoding","ரீதியாகவோஇ","ரீதியாகவோஇ"
"ciog;G","Legacy Font Encoding","உழைப்பு","உழைப்பு"
"hPjpahfNth,","Legacy Font Encoding","ரீதியாகவோஇ","ரீதியாகவோஇ"
"Md;kPf","Legacy Font Encoding","ஆன்மீக","ஆன்மீக"
"hPjpahfNth,","Legacy Font Encoding","ரீதியாகவோஇ","ரீதியாகவோஇ"
"fUj;J","Legacy Font Encoding","கருத்து","கருத்து"
"hPjpahfNth","Legacy Font Encoding","ரீதியாகவோ","ரீதியாகவோ"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"vd;d","Legacy Font Encoding","என்ன","என்ன"
"nra;jhh;fs;Œ","Legacy Font Encoding","செய்தார்கள்Œ","செய்தார்கள்Œ"
"vd;Dila","Legacy Font Encoding","என்னுடைய","என்னுடைய"
"njhliu,","Legacy Font Encoding","தொடரைஇ","தொடரைஇ"
"vd;Dila","Legacy Font Encoding","என்னுடைய","என்னுடைய"
"Ntiyj;","Legacy Font Encoding","வேலைத்","வேலைத்"
"jpl;lj;ij","Legacy Font Encoding","திட்டத்தை","திட்டத்தை"
"vd;Dila","Legacy Font Encoding","என்னுடைய","என்னுடைய"
"kf;fSf;fhf","Legacy Font Encoding","மக்களுக்காக","மக்களுக்காக"
"ehd;","Legacy Font Encoding","நான்","நான்"
"njhlh;e;J","Legacy Font Encoding","தொடர்ந்து","தொடர்ந்து"
"nra;fpNwd;","Legacy Font Encoding","செய்கிறேன்","செய்கிறேன்"
"vd;Wjhd;","Legacy Font Encoding","என்றுதான்","என்றுதான்"
"ghh;f;fNtz;Lk;.","Legacy Font Encoding","பார்க்கவேண்டும்.","பார்க்கவேண்டும்."
"mq;fpUe;J","Legacy Font Encoding","அங்கிருந்து","அங்கிருந்து"
"te;J","Legacy Font Encoding","வந்து","வந்து"
"ehd;","Legacy Font Encoding","நான்","நான்"
"trjp","Legacy Font Encoding","வசதி","வசதி"
"gilj;J,","Legacy Font Encoding","படைத்துஇ","படைத்துஇ"
"NtW","Legacy Font Encoding","வேறு","வேறு"
"mYty;","Legacy Font Encoding","அலுவல்","அலுவல்"
"ghh;j;jhy;","Legacy Font Encoding","பார்த்தால்","பார்த்தால்"
"me;jf;","Legacy Font Encoding","அந்தக்","அந்தக்"
"Fw;wr;rhl;L","Legacy Font Encoding","குற்றச்சாட்டு","குற்றச்சாட்டு"
"rhpahdJ.","Legacy Font Encoding","சரியானது.","சரியானது."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"rfyUk;","Legacy Font Encoding","சகலரும்","சகலரும்"
"tpUk;gf;","Legacy Font Encoding","விரும்பக்","விரும்பக்"
"$ba","Legacy Font Encoding","$டிய","$டிய"
"msTf;F","Legacy Font Encoding","அளவுக்கு","அளவுக்கு"
"ehd;","Legacy Font Encoding","நான்","நான்"
"ngUikg;glf;","Legacy Font Encoding","பெருமைப்படக்","பெருமைப்படக்"
"$bajhf","Legacy Font Encoding","$டியதாக","$டியதாக"
"ky;ypif","Legacy Font Encoding","மல்லிகை","மல்லிகை"
"Kg;gj;ije;jhtJ","Legacy Font Encoding","முப்பத்தைந்தாவது","முப்பத்தைந்தாவது"
"Mz;Lkyiu","Legacy Font Encoding","ஆண்டுமலரை","ஆண்டுமலரை"
"ntspf;nfhzh;e;jpUf;fpNwd;","Legacy Font Encoding","வெளிக்கொணர்ந்திருக்கிறேன்","வெளிக்கொணர்ந்திருக்கிறேன்"
"vd;why;","Legacy Font Encoding","என்றால்","என்றால்"
">jid","Legacy Font Encoding","இதனை","இதனை"
"aho;g;ghzj;jpypUe;J","Legacy Font Encoding","யாழ்ப்பாணத்திலிருந்து","யாழ்ப்பாணத்திலிருந்து"
"nra;a","Legacy Font Encoding","செய்ய","செய்ய"
"KbAkhŒ","Legacy Font Encoding","முடியுமாŒ","முடியுமாŒ"
"jp.","Legacy Font Encoding","தி.","தி."
